"5","Y","610421341","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","620000425","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","620000426","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","620001903","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","620004998","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","620005140","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","620007815","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","620009087","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","621144201","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","621384201","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","621657001","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","621662301","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","621765701","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622054801","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622149101","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622336201","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622403501","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622408801","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622507701","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622522501","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622522601","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622532301","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622626001","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622647301","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622660501","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622660701","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622683501","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622699101","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622702801","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622702901","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622909701","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622909801","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622909901","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622910901","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622911001","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622945801","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
"5","Y","622945901","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","","","","","","","","","","1"
